point_id,x_mm,y_mm
2728,-67.2134827,-22.1216721
2729,-67.3391087,-22.0093822
2730,-67.4655188,-21.8978611
2731,-67.5908787,-21.7853879
2732,-67.7159714,-21.6729049
2733,-67.8383463,-21.558694
2734,-67.9632867,-21.4447969
2735,-68.088374,-21.3323236
2736,-68.2115104,-21.2179416
2737,-68.3339327,-21.1020942
2738,-68.4574043,-20.9872473
2739,-68.5795573,-20.8717487
2740,-68.700694,-20.7545073
2741,-68.8227213,-20.6384494
2742,-68.9433807,-20.5209281
2743,-69.0653883,-20.404685
2744,-69.185607,-20.2869625
2745,-69.3049301,-20.168401
2746,-69.424138,-20.04873
2747,-69.5383949,-19.9260548
2748,-69.658716,-19.8087027
2749,-69.776162,-19.6892843
2750,-69.893608,-19.5698659
2751,-70.0097606,-19.447319
2752,-70.1254456,-19.325048
2753,-70.2405471,-19.2021066
2754,-70.3547252,-19.0778913
2755,-70.4700031,-18.9550468
2756,-70.582921,-18.8304524
2757,-70.6956673,-18.7051656
2758,-70.807886,-18.579527
2759,-70.9195521,-18.4533633
2760,-71.0305334,-18.3266604
2761,-71.1408977,-18.1994136
2762,-71.2506159,-18.0716121
2763,-71.3598762,-17.9433204
2764,-71.468612,-17.8147134
2765,-71.5765932,-17.6853159
2766,-71.6843144,-17.5560366
2767,-71.7902623,-17.4251528
2768,-71.8969684,-17.294709
2769,-72.0019134,-17.1629511
2770,-72.107103,-17.0310653
2771,-72.2118773,-16.8991918
2772,-72.3154271,-16.7664842
2773,-72.4181989,-16.6329292
2774,-72.5205687,-16.4992481
2775,-72.6217211,-16.3645395
2776,-72.7231198,-16.229982
2777,-72.8230965,-16.0946616
2778,-72.9219236,-15.9581529
2779,-73.0211936,-15.8220183
2780,-73.1187257,-15.6848563
2781,-73.2154174,-15.5468544
2782,-73.3115382,-15.408525
2783,-73.4066788,-15.2695377
2784,-73.5010308,-15.1299804
2785,-73.5944969,-14.9898855
2786,-73.686728,-14.8489302
2787,-73.7784125,-14.7075358
2788,-73.8692494,-14.5657483
2789,-73.9591768,-14.4232729
2790,-74.0490226,-14.2807208
2791,-74.137558,-14.1377595
2792,-74.2240768,-13.992849
2793,-74.3128238,-13.8495674
2794,-74.3978287,-13.704571
2795,-74.4827873,-13.5590178
2796,-74.5668035,-13.4130855
2797,-74.6503185,-13.2667165
2798,-74.7329787,-13.1199964
2799,-74.8144048,-12.9725841
2800,-74.8948185,-12.8247622
2801,-74.9744349,-12.6763343
2802,-75.0536152,-12.5276353
2803,-75.1310674,-12.3785726
2804,-75.2058705,-12.2272595
2805,-75.2853156,-12.078361
2806,-75.3597926,-11.9278874
2807,-75.4340322,-11.7766095
2808,-75.5072867,-11.6250371
2809,-75.5793778,-11.472974
2810,-75.6499992,-11.3199009
2811,-75.7209644,-11.1671201
2812,-75.7895183,-11.0134866
2813,-75.8574689,-10.8592868
2814,-75.9249666,-10.7049167
2815,-75.990959,-10.5505369
2816,-76.0536425,-10.393947
2817,-76.1199923,-10.239029
2818,-76.1825148,-10.0831931
2819,-76.2439687,-9.9263218
2820,-76.3050449,-9.7694398
2821,-76.3642235,-9.6117882
2822,-76.4229296,-9.4539828
2823,-76.4798385,-9.2954833
2824,-76.5366463,-9.1368075
2825,-76.5920611,-8.9779147
2826,-76.6459703,-8.8182891
2827,-76.6997326,-8.658677
2828,-76.7515586,-8.4985368
2829,-76.8025801,-8.3380442
2830,-76.8521713,-8.1771335
2831,-76.9011286,-8.0159449
2832,-76.9488606,-7.8545335
2833,-76.9952596,-7.692517
2834,-77.0415677,-7.530556
2835,-77.0859914,-7.3682261
2836,-77.1291498,-7.205428
2837,-77.1711556,-7.0421953
2838,-77.2129125,-6.8790075
2839,-77.2527063,-6.7155415
2840,-77.291252,-6.5515928
2841,-77.3291021,-6.3874196
2842,-77.365855,-6.2235386
2843,-77.4008398,-6.0588479
2844,-77.4356415,-5.8938789
2845,-77.469076,-5.7292662
2846,-77.4990397,-5.563872
2847,-77.5324301,-5.3988052
2848,-77.5600821,-5.2330259
2849,-77.5892084,-5.0670021
2850,-77.6175196,-4.9010871
2851,-77.6438837,-4.7348609
2852,-77.6688383,-4.5682252
2853,-77.6933966,-4.4016735
2854,-77.7157526,-4.2347048
2855,-77.7378846,-4.0680508
2856,-77.7555203,-3.9003643
2857,-77.7777457,-3.7332138
2858,-77.7950844,-3.5661115
2859,-77.8117052,-3.3983801
2860,-77.8271424,-3.2308301
2861,-77.8412601,-3.0629167
2862,-77.854764,-2.8952175
2863,-77.8653009,-2.7273818
2864,-77.8774949,-2.559318
2865,-77.8869439,-2.391398
2866,-77.8949996,-2.2231736
2867,-77.9018334,-2.0548379
2868,-77.9083276,-1.8865017
2869,-77.9139973,-1.718118
2870,-77.9193335,-1.5496793
2871,-77.923904,-1.3813358
2872,-77.9272235,-1.2128556
2873,-77.9303747,-1.0443716
2874,-77.9327761,-0.8758567
2875,-77.9351424,-0.7076062
2876,-77.9366237,-0.5390278
2877,-77.9386523,-0.3707427
2878,-77.9377612,-0.2020556
2879,-77.9355317,0.0335551
